Number,Name,WeightGrams,ClassificationName,Code
1151,Anka ankbröst rå,100,K Förpackningsmedium,K0003
1151,Anka ankbröst rå,100,M Förpackningstyp,M0001
1151,Anka ankbröst rå,100,N Förpackningsmaterial,N0001
1151,Anka ankbröst rå,100,P Etikettinfo,P0026
1151,Anka ankbröst rå,100,R Land/område,R0001
1151,Anka ankbröst rå,100,Z Utmärkande drag,Z0158
1153,Anka m skinn rå,100,A Gruppindelning EuroFIR,A0795
1153,Anka m skinn rå,100,B Artklassificering,B1316
1153,Anka m skinn rå,100,C Del av växt/djur,C0268
1153,Anka m skinn rå,100,E Fysisk form,E0122
1153,Anka m skinn rå,100,F Värmebehandling,F0003
1153,Anka m skinn rå,100,G Tillagning,G0003
1153,Anka m skinn rå,100,H Industriell process,H0003
1153,Anka m skinn rå,100,J Konserveringsmetod,J0131
1153,Anka m skinn rå,100,K Förpackningsmedium,K0003
1153,Anka m skinn rå,100,M Förpackningstyp,M0001
1153,Anka m skinn rå,100,N Förpackningsmaterial,N0001
1153,Anka m skinn rå,100,P Etikettinfo,P0026
1153,Anka m skinn rå,100,R Land/område,R0001
1153,Anka m skinn rå,100,Z Utmärkande drag,Z0156
1154,Duva rå,100,A Gruppindelning EuroFIR,A0795
1154,Duva rå,100,B Artklassificering,B1304
1154,Duva rå,100,C Del av växt/djur,C0268
1154,Duva rå,100,E Fysisk form,E0122
1154,Duva rå,100,F Värmebehandling,F0003
1154,Duva rå,100,G Tillagning,G0003
1154,Duva rå,100,H Industriell process,H0001
1154,Duva rå,100,J Konserveringsmetod,J0003
1154,Duva rå,100,K Förpackningsmedium,K0003
1154,Duva rå,100,M Förpackningstyp,M0003
1154,Duva rå,100,N Förpackningsmaterial,N0003
1154,Duva rå,100,P Etikettinfo,P0026
1154,Duva rå,100,R Land/område,R0001
1154,Duva rå,100,Z Utmärkande drag,Z0156
1155,Duva m skinn rå,100,A Gruppindelning EuroFIR,A0795
1155,Duva m skinn rå,100,B Artklassificering,B1304
1155,Duva m skinn rå,100,C Del av växt/djur,C0268
1155,Duva m skinn rå,100,E Fysisk form,E0122
1155,Duva m skinn rå,100,F Värmebehandling,F0003
1155,Duva m skinn rå,100,G Tillagning,G0003
1155,Duva m skinn rå,100,H Industriell process,H0003
1155,Duva m skinn rå,100,J Konserveringsmetod,J0131
1155,Duva m skinn rå,100,K Förpackningsmedium,K0003
1155,Duva m skinn rå,100,M Förpackningstyp,M0001
1155,Duva m skinn rå,100,N Förpackningsmaterial,N0001
1155,Duva m skinn rå,100,P Etikettinfo,P0026
1155,Duva m skinn rå,100,R Land/område,R0001
1155,Duva m skinn rå,100,Z Utmärkande drag,Z0156
1156,Fasan rå,100,A Gruppindelning EuroFIR,A0795
1156,Fasan rå,100,B Artklassificering,B1460
1156,Fasan rå,100,C Del av växt/djur,C0268
1156,Fasan rå,100,E Fysisk form,E0122
1156,Fasan rå,100,F Värmebehandling,F0003
1156,Fasan rå,100,G Tillagning,G0003
1156,Fasan rå,100,H Industriell process,H0003
1156,Fasan rå,100,J Konserveringsmetod,J0131
1156,Fasan rå,100,K Förpackningsmedium,K0003
1156,Fasan rå,100,M Förpackningstyp,M0001
1156,Fasan rå,100,N Förpackningsmaterial,N0001
1156,Fasan rå,100,P Etikettinfo,P0026
1156,Fasan rå,100,R Land/område,R0001
1156,Fasan rå,100,Z Utmärkande drag,Z0156
1157,Fasan m skinn rå,100,A Gruppindelning EuroFIR,A0795
1157,Fasan m skinn rå,100,B Artklassificering,B1460
1157,Fasan m skinn rå,100,C Del av växt/djur,C0268
1157,Fasan m skinn rå,100,E Fysisk form,E0122
1157,Fasan m skinn rå,100,F Värmebehandling,F0003
1157,Fasan m skinn rå,100,G Tillagning,G0003
1157,Fasan m skinn rå,100,H Industriell process,H0003
1157,Fasan m skinn rå,100,J Konserveringsmetod,J0131
1157,Fasan m skinn rå,100,K Förpackningsmedium,K0003
1157,Fasan m skinn rå,100,M Förpackningstyp,M0001
1157,Fasan m skinn rå,100,N Förpackningsmaterial,N0001
1157,Fasan m skinn rå,100,P Etikettinfo,P0026
1157,Fasan m skinn rå,100,R Land/område,R0001
1157,Fasan m skinn rå,100,Z Utmärkande drag,Z0156
1158,Gås rå,100,A Gruppindelning EuroFIR,A0795
1158,Gås rå,100,B Artklassificering,B1253
1158,Gås rå,100,C Del av växt/djur,C0268
1158,Gås rå,100,E Fysisk form,E0122
1158,Gås rå,100,F Värmebehandling,F0003
1158,Gås rå,100,G Tillagning,G0003
1158,Gås rå,100,H Industriell process,H0003
1158,Gås rå,100,J Konserveringsmetod,J0131
1158,Gås rå,100,K Förpackningsmedium,K0003
1158,Gås rå,100,M Förpackningstyp,M0001
1158,Gås rå,100,N Förpackningsmaterial,N0001
1158,Gås rå,100,P Etikettinfo,P0026
1158,Gås rå,100,R Land/område,R0001
1158,Gås rå,100,Z Utmärkande drag,Z0156
1159,Gås m skinn rå,100,A Gruppindelning EuroFIR,A0795
1159,Gås m skinn rå,100,B Artklassificering,B1253
1159,Gås m skinn rå,100,C Del av växt/djur,C0268
1159,Gås m skinn rå,100,E Fysisk form,E0122
1159,Gås m skinn rå,100,F Värmebehandling,F0003
1159,Gås m skinn rå,100,G Tillagning,G0003
1159,Gås m skinn rå,100,H Industriell process,H0003
1159,Gås m skinn rå,100,J Konserveringsmetod,J0131
1159,Gås m skinn rå,100,K Förpackningsmedium,K0003
1159,Gås m skinn rå,100,M Förpackningstyp,M0001
1159,Gås m skinn rå,100,N Förpackningsmaterial,N0001
1159,Gås m skinn rå,100,P Etikettinfo,P0026
1159,Gås m skinn rå,100,R Land/område,R0001
1159,Gås m skinn rå,100,Z Utmärkande drag,Z0156
1160,Höna rå,100,A Gruppindelning EuroFIR,A0795
1160,Höna rå,100,B Artklassificering,B1713
1160,Höna rå,100,C Del av växt/djur,C0268
1160,Höna rå,100,E Fysisk form,E0122
1160,Höna rå,100,F Värmebehandling,F0003
1160,Höna rå,100,G Tillagning,G0003
1160,Höna rå,100,H Industriell process,H0003
1160,Höna rå,100,J Konserveringsmetod,J0131
1160,Höna rå,100,K Förpackningsmedium,K0003
1160,Höna rå,100,M Förpackningstyp,M0001
1160,Höna rå,100,N Förpackningsmaterial,N0001
1160,Höna rå,100,P Etikettinfo,P0026
1160,Höna rå,100,R Land/område,R0001
1160,Höna rå,100,Z Utmärkande drag,Z0156
1161,Höna m skinn rå,100,A Gruppindelning EuroFIR,A0795
1161,Höna m skinn rå,100,B Artklassificering,B1713
1161,Höna m skinn rå,100,C Del av växt/djur,C0268
1161,Höna m skinn rå,100,E Fysisk form,E0122
1161,Höna m skinn rå,100,F Värmebehandling,F0003
1161,Höna m skinn rå,100,G Tillagning,G0003
1161,Höna m skinn rå,100,H Industriell process,H0003
1161,Höna m skinn rå,100,J Konserveringsmetod,J0131
1161,Höna m skinn rå,100,K Förpackningsmedium,K0003
1161,Höna m skinn rå,100,M Förpackningstyp,M0001
1161,Höna m skinn rå,100,N Förpackningsmaterial,N0001
1161,Höna m skinn rå,100,P Etikettinfo,P0026
1161,Höna m skinn rå,100,R Land/område,R0001
1161,Höna m skinn rå,100,Z Utmärkande drag,Z0156
1162,Kalkon filé rå,100,A Gruppindelning EuroFIR,A0795
1162,Kalkon filé rå,100,B Artklassificering,B1236
1162,Kalkon filé rå,100,C Del av växt/djur,C0268
1162,Kalkon filé rå,100,E Fysisk form,E0122
1162,Kalkon filé rå,100,F Värmebehandling,F0003
1162,Kalkon filé rå,100,G Tillagning,G0003
1162,Kalkon filé rå,100,H Industriell process,H0003
1162,Kalkon filé rå,100,J Konserveringsmetod,J0131
1162,Kalkon filé rå,100,K Förpackningsmedium,K0003
1162,Kalkon filé rå,100,M Förpackningstyp,M0197
1162,Kalkon filé rå,100,N Förpackningsmaterial,N0036
1162,Kalkon filé rå,100,P Etikettinfo,P0026
1162,Kalkon filé rå,100,R Land/område,R0376
1162,Kalkon filé rå,100,Z Utmärkande drag,Z0156
1163,Kalkon m skinn rå,100,A Gruppindelning EuroFIR,A0795
1163,Kalkon m skinn rå,100,B Artklassificering,B1236
1163,Kalkon m skinn rå,100,C Del av växt/djur,C0268
1163,Kalkon m skinn rå,100,E Fysisk form,E0122
1163,Kalkon m skinn rå,100,F Värmebehandling,F0003
1163,Kalkon m skinn rå,100,G Tillagning,G0003
1163,Kalkon m skinn rå,100,H Industriell process,H0003
1163,Kalkon m skinn rå,100,J Konserveringsmetod,J0131
1163,Kalkon m skinn rå,100,K Förpackningsmedium,K0003
1163,Kalkon m skinn rå,100,M Förpackningstyp,M0001
1163,Kalkon m skinn rå,100,N Förpackningsmaterial,N0001
1163,Kalkon m skinn rå,100,P Etikettinfo,P0026
1163,Kalkon m skinn rå,100,R Land/område,R0376
1163,Kalkon m skinn rå,100,Z Utmärkande drag,Z0156
1164,Kyckling u skinn rå,100,A Gruppindelning EuroFIR,A0795
1164,Kyckling u skinn rå,100,B Artklassificering,B1198
1164,Kyckling u skinn rå,100,C Del av växt/djur,C0268
1164,Kyckling u skinn rå,100,E Fysisk form,E0122
1164,Kyckling u skinn rå,100,F Värmebehandling,F0003
1164,Kyckling u skinn rå,100,G Tillagning,G0003
1164,Kyckling u skinn rå,100,H Industriell process,H0003
1164,Kyckling u skinn rå,100,J Konserveringsmetod,J0131
1164,Kyckling u skinn rå,100,K Förpackningsmedium,K0003
1164,Kyckling u skinn rå,100,M Förpackningstyp,M0001
1164,Kyckling u skinn rå,100,N Förpackningsmaterial,N0020
1164,Kyckling u skinn rå,100,P Etikettinfo,P0026
1164,Kyckling u skinn rå,100,R Land/område,R0376
1164,Kyckling u skinn rå,100,Z Utmärkande drag,Z0156
1165,Kyckling kött m skinn rå,100,A Gruppindelning EuroFIR,A0795
1165,Kyckling kött m skinn rå,100,B Artklassificering,B1198
1165,Kyckling kött m skinn rå,100,C Del av växt/djur,C0268
1165,Kyckling kött m skinn rå,100,E Fysisk form,E0122
1165,Kyckling kött m skinn rå,100,F Värmebehandling,F0003
1165,Kyckling kött m skinn rå,100,G Tillagning,G0003
1165,Kyckling kött m skinn rå,100,H Industriell process,H0003
1165,Kyckling kött m skinn rå,100,J Konserveringsmetod,J0131
1165,Kyckling kött m skinn rå,100,K Förpackningsmedium,K0003
1165,Kyckling kött m skinn rå,100,M Förpackningstyp,M0001
1165,Kyckling kött m skinn rå,100,N Förpackningsmaterial,N0020
1165,Kyckling kött m skinn rå,100,P Etikettinfo,P0026
1165,Kyckling kött m skinn rå,100,R Land/område,R0376
1165,Kyckling kött m skinn rå,100,Z Utmärkande drag,Z0156
1166,Kyckling bröst m skinn rå,100,A Gruppindelning EuroFIR,A0795
1166,Kyckling bröst m skinn rå,100,B Artklassificering,B1198
1166,Kyckling bröst m skinn rå,100,C Del av växt/djur,C0268
1166,Kyckling bröst m skinn rå,100,E Fysisk form,E0122
1166,Kyckling bröst m skinn rå,100,F Värmebehandling,F0003
1166,Kyckling bröst m skinn rå,100,G Tillagning,G0003
1166,Kyckling bröst m skinn rå,100,H Industriell process,H0003
1166,Kyckling bröst m skinn rå,100,J Konserveringsmetod,J0131
1166,Kyckling bröst m skinn rå,100,K Förpackningsmedium,K0003
1166,Kyckling bröst m skinn rå,100,M Förpackningstyp,M0001
1166,Kyckling bröst m skinn rå,100,N Förpackningsmaterial,N0020
1166,Kyckling bröst m skinn rå,100,P Etikettinfo,P0026
1166,Kyckling bröst m skinn rå,100,R Land/område,R0376
1166,Kyckling bröst m skinn rå,100,Z Utmärkande drag,Z0004
1166,Kyckling bröst m skinn rå,100,Z Utmärkande drag,Z0158
1167,Kyckling lår m skinn rå,100,A Gruppindelning EuroFIR,A0795
1167,Kyckling lår m skinn rå,100,B Artklassificering,B1198
1167,Kyckling lår m skinn rå,100,C Del av växt/djur,C0267
1167,Kyckling lår m skinn rå,100,E Fysisk form,E0122
1167,Kyckling lår m skinn rå,100,F Värmebehandling,F0003
1167,Kyckling lår m skinn rå,100,G Tillagning,G0003
1167,Kyckling lår m skinn rå,100,H Industriell process,H0003
1167,Kyckling lår m skinn rå,100,J Konserveringsmetod,J0131
1167,Kyckling lår m skinn rå,100,K Förpackningsmedium,K0003
1167,Kyckling lår m skinn rå,100,M Förpackningstyp,M0001
1167,Kyckling lår m skinn rå,100,N Förpackningsmaterial,N0020
1167,Kyckling lår m skinn rå,100,P Etikettinfo,P0026
1167,Kyckling lår m skinn rå,100,R Land/område,R0376
1167,Kyckling lår m skinn rå,100,Z Utmärkande drag,Z0002
1167,Kyckling lår m skinn rå,100,Z Utmärkande drag,Z0160
1168,Kyckling vinge m skinn rå,100,A Gruppindelning EuroFIR,A0795
1168,Kyckling vinge m skinn rå,100,B Artklassificering,B1198
1168,Kyckling vinge m skinn rå,100,C Del av växt/djur,C0268
1168,Kyckling vinge m skinn rå,100,E Fysisk form,E0122
1168,Kyckling vinge m skinn rå,100,F Värmebehandling,F0003
1168,Kyckling vinge m skinn rå,100,G Tillagning,G0003
1168,Kyckling vinge m skinn rå,100,H Industriell process,H0003
1168,Kyckling vinge m skinn rå,100,J Konserveringsmetod,J0131
1168,Kyckling vinge m skinn rå,100,K Förpackningsmedium,K0003
1168,Kyckling vinge m skinn rå,100,M Förpackningstyp,M0001
1168,Kyckling vinge m skinn rå,100,N Förpackningsmaterial,N0020
1168,Kyckling vinge m skinn rå,100,P Etikettinfo,P0026
1168,Kyckling vinge m skinn rå,100,R Land/område,R0376
1168,Kyckling vinge m skinn rå,100,Z Utmärkande drag,Z0004
1168,Kyckling vinge m skinn rå,100,Z Utmärkande drag,Z0157
1169,Ripa rå,100,A Gruppindelning EuroFIR,A0795
1169,Ripa rå,100,B Artklassificering,B2697
1169,Ripa rå,100,C Del av växt/djur,C0268
1169,Ripa rå,100,E Fysisk form,E0122
1169,Ripa rå,100,F Värmebehandling,F0003
1169,Ripa rå,100,G Tillagning,G0003
1169,Ripa rå,100,H Industriell process,H0001
1169,Ripa rå,100,J Konserveringsmetod,J0003
1169,Ripa rå,100,K Förpackningsmedium,K0003
1169,Ripa rå,100,M Förpackningstyp,M0003
1169,Ripa rå,100,N Förpackningsmaterial,N0003
1169,Ripa rå,100,P Etikettinfo,P0026
1169,Ripa rå,100,R Land/område,R0376
1170,Kyckling bröstfilé u skinn ugnsstekt,100,A Gruppindelning EuroFIR,A0799
1170,Kyckling bröstfilé u skinn ugnsstekt,100,B Artklassificering,B1198
1170,Kyckling bröstfilé u skinn ugnsstekt,100,C Del av växt/djur,C0268
1170,Kyckling bröstfilé u skinn ugnsstekt,100,E Fysisk form,E0122
1170,Kyckling bröstfilé u skinn ugnsstekt,100,F Värmebehandling,F0014
1170,Kyckling bröstfilé u skinn ugnsstekt,100,G Tillagning,G0005
1170,Kyckling bröstfilé u skinn ugnsstekt,100,H Industriell process,H0001
1170,Kyckling bröstfilé u skinn ugnsstekt,100,J Konserveringsmetod,J0003
1170,Kyckling bröstfilé u skinn ugnsstekt,100,K Förpackningsmedium,K0003
1170,Kyckling bröstfilé u skinn ugnsstekt,100,M Förpackningstyp,M0001
1170,Kyckling bröstfilé u skinn ugnsstekt,100,N Förpackningsmaterial,N0001
1170,Kyckling bröstfilé u skinn ugnsstekt,100,P Etikettinfo,P0026
1170,Kyckling bröstfilé u skinn ugnsstekt,100,R Land/område,R0376
1170,Kyckling bröstfilé u skinn ugnsstekt,100,Z Utmärkande drag,Z0158
1171,Kyckling ben m skinn rå,100,A Gruppindelning EuroFIR,A0795
1171,Kyckling ben m skinn rå,100,B Artklassificering,B1198
1171,Kyckling ben m skinn rå,100,C Del av växt/djur,C0267
1171,Kyckling ben m skinn rå,100,E Fysisk form,E0122
1171,Kyckling ben m skinn rå,100,F Värmebehandling,F0003
1171,Kyckling ben m skinn rå,100,G Tillagning,G0003
1171,Kyckling ben m skinn rå,100,H Industriell process,H0003
1171,Kyckling ben m skinn rå,100,J Konserveringsmetod,J0131
1171,Kyckling ben m skinn rå,100,K Förpackningsmedium,K0003
1171,Kyckling ben m skinn rå,100,M Förpackningstyp,M0001
1171,Kyckling ben m skinn rå,100,N Förpackningsmaterial,N0020
1171,Kyckling ben m skinn rå,100,P Etikettinfo,P0026
1171,Kyckling ben m skinn rå,100,R Land/område,R0376
1171,Kyckling ben m skinn rå,100,Z Utmärkande drag,Z0002
1171,Kyckling ben m skinn rå,100,Z Utmärkande drag,Z0159
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,A Gruppindelning EuroFIR,A0799
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,B Artklassificering,B1198
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,C Del av växt/djur,C0268
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,E Fysisk form,E0152
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,F Värmebehandling,F0014
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,G Tillagning,G0028
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,H Industriell process,H0263
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,J Konserveringsmetod,J0003
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,K Förpackningsmedium,K0003
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,M Förpackningstyp,M0003
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,N Förpackningsmaterial,N0003
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,P Etikettinfo,P0026
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,R Land/område,R0376
1172,Kyckling bröstfilé u skinn strimlor wokad i rapsolja,100,Z Utmärkande drag,Z0158
1173,Kyckling bröstfilé u skinn rå,100,A Gruppindelning EuroFIR,A0795
1173,Kyckling bröstfilé u skinn rå,100,B Artklassificering,B1198
1173,Kyckling bröstfilé u skinn rå,100,C Del av växt/djur,C0268
1173,Kyckling bröstfilé u skinn rå,100,E Fysisk form,E0122
1173,Kyckling bröstfilé u skinn rå,100,F Värmebehandling,F0003
1173,Kyckling bröstfilé u skinn rå,100,G Tillagning,G0003
1173,Kyckling bröstfilé u skinn rå,100,H Industriell process,H0003
1173,Kyckling bröstfilé u skinn rå,100,J Konserveringsmetod,J0131
1173,Kyckling bröstfilé u skinn rå,100,K Förpackningsmedium,K0003
1173,Kyckling bröstfilé u skinn rå,100,M Förpackningstyp,M0001
1173,Kyckling bröstfilé u skinn rå,100,N Förpackningsmaterial,N0020
1173,Kyckling bröstfilé u skinn rå,100,P Etikettinfo,P0026
1173,Kyckling bröstfilé u skinn rå,100,R Land/område,R0376
1173,Kyckling bröstfilé u skinn rå,100,Z Utmärkande drag,Z0004
1173,Kyckling bröstfilé u skinn rå,100,Z Utmärkande drag,Z0158
1174,Kyckling lår u skinn rå,100,A Gruppindelning EuroFIR,A0795
1174,Kyckling lår u skinn rå,100,B Artklassificering,B1198
1174,Kyckling lår u skinn rå,100,C Del av växt/djur,C0268
1174,Kyckling lår u skinn rå,100,E Fysisk form,E0122
1174,Kyckling lår u skinn rå,100,F Värmebehandling,F0003
1174,Kyckling lår u skinn rå,100,G Tillagning,G0003
1174,Kyckling lår u skinn rå,100,H Industriell process,H0003
1174,Kyckling lår u skinn rå,100,J Konserveringsmetod,J0131
1174,Kyckling lår u skinn rå,100,K Förpackningsmedium,K0003
1174,Kyckling lår u skinn rå,100,M Förpackningstyp,M0001
1174,Kyckling lår u skinn rå,100,N Förpackningsmaterial,N0020
1174,Kyckling lår u skinn rå,100,P Etikettinfo,P0026
1174,Kyckling lår u skinn rå,100,R Land/område,R0376
1174,Kyckling lår u skinn rå,100,Z Utmärkande drag,Z0002
1174,Kyckling lår u skinn rå,100,Z Utmärkande drag,Z0160
1175,Kycklingdelar kött m skinn marinerade,100,A Gruppindelning EuroFIR,A0797
1175,Kycklingdelar kött m skinn marinerade,100,B Artklassificering,B1198
1175,Kycklingdelar kött m skinn marinerade,100,C Del av växt/djur,C0268
1175,Kycklingdelar kött m skinn marinerade,100,E Fysisk form,E0122
1175,Kycklingdelar kött m skinn marinerade,100,F Värmebehandling,F0003
1175,Kycklingdelar kött m skinn marinerade,100,G Tillagning,G0003
1175,Kycklingdelar kött m skinn marinerade,100,H Industriell process,H0253
1175,Kycklingdelar kött m skinn marinerade,100,H Industriell process,H0396
1175,Kycklingdelar kött m skinn marinerade,100,J Konserveringsmetod,J0131
1175,Kycklingdelar kött m skinn marinerade,100,K Förpackningsmedium,K0003
1175,Kycklingdelar kött m skinn marinerade,100,M Förpackningstyp,M0001
1175,Kycklingdelar kött m skinn marinerade,100,N Förpackningsmaterial,N0001
1175,Kycklingdelar kött m skinn marinerade,100,P Etikettinfo,P0026
1175,Kycklingdelar kött m skinn marinerade,100,R Land/område,R0376
1175,Kycklingdelar kött m skinn marinerade,100,Z Utmärkande drag,Z0156
1176,Struts filé rå,100,A Gruppindelning EuroFIR,A0795
1176,Struts filé rå,100,B Artklassificering,B2118
1176,Struts filé rå,100,C Del av växt/djur,C0268
1176,Struts filé rå,100,E Fysisk form,E0122
1176,Struts filé rå,100,F Värmebehandling,F0003
1176,Struts filé rå,100,G Tillagning,G0003
1176,Struts filé rå,100,H Industriell process,H0003
1176,Struts filé rå,100,J Konserveringsmetod,J0131
1176,Struts filé rå,100,K Förpackningsmedium,K0003
1176,Struts filé rå,100,M Förpackningstyp,M0001
1176,Struts filé rå,100,N Förpackningsmaterial,N0001
1176,Struts filé rå,100,P Etikettinfo,P0026
1176,Struts filé rå,100,R Land/område,R0001
1176,Struts filé rå,100,Z Utmärkande drag,Z0156
1177,Struts filé stekt,100,A Gruppindelning EuroFIR,A0795
1177,Struts filé stekt,100,B Artklassificering,B2118
1177,Struts filé stekt,100,C Del av växt/djur,C0268
1177,Struts filé stekt,100,E Fysisk form,E0122
1177,Struts filé stekt,100,F Värmebehandling,F0014
1177,Struts filé stekt,100,G Tillagning,G0028
1177,Struts filé stekt,100,H Industriell process,H0001
1177,Struts filé stekt,100,J Konserveringsmetod,J0003
1177,Struts filé stekt,100,K Förpackningsmedium,K0003
1177,Struts filé stekt,100,M Förpackningstyp,M0003
1177,Struts filé stekt,100,N Förpackningsmaterial,N0003
1177,Struts filé stekt,100,P Etikettinfo,P0026
1177,Struts filé stekt,100,R Land/område,R0001
1177,Struts filé stekt,100,Z Utmärkande drag,Z0156
1178,Kalkon kokt,100,A Gruppindelning EuroFIR,A0795
1178,Kalkon kokt,100,B Artklassificering,B1236
1178,Kalkon kokt,100,C Del av växt/djur,C0268
1178,Kalkon kokt,100,E Fysisk form,E0122
1178,Kalkon kokt,100,F Värmebehandling,F0014
1178,Kalkon kokt,100,G Tillagning,G0014
1178,Kalkon kokt,100,H Industriell process,H0003
1178,Kalkon kokt,100,J Konserveringsmetod,J0003
1178,Kalkon kokt,100,K Förpackningsmedium,K0003
1178,Kalkon kokt,100,M Förpackningstyp,M0001
1178,Kalkon kokt,100,N Förpackningsmaterial,N0001
1178,Kalkon kokt,100,P Etikettinfo,P0026
1178,Kalkon kokt,100,R Land/område,R0376
1180,Duva m skinn stekt ,100,A Gruppindelning EuroFIR,A0795
1180,Duva m skinn stekt ,100,B Artklassificering,B1203
1180,Duva m skinn stekt ,100,C Del av växt/djur,C0265
1180,Duva m skinn stekt ,100,E Fysisk form,E0150
1180,Duva m skinn stekt ,100,F Värmebehandling,F0014
1180,Duva m skinn stekt ,100,G Tillagning,G0028
1180,Duva m skinn stekt ,100,H Industriell process,H0003
1180,Duva m skinn stekt ,100,J Konserveringsmetod,J0003
1180,Duva m skinn stekt ,100,K Förpackningsmedium,K0003
1180,Duva m skinn stekt ,100,M Förpackningstyp,M0003
1180,Duva m skinn stekt ,100,N Förpackningsmaterial,N0003
1180,Duva m skinn stekt ,100,P Etikettinfo,P0026
1180,Duva m skinn stekt ,100,R Land/område,R0376
1180,Duva m skinn stekt ,100,Z Utmärkande drag,Z0006
1181,Kyckling kokt,100,A Gruppindelning EuroFIR,A0795
1181,Kyckling kokt,100,B Artklassificering,B1198
1181,Kyckling kokt,100,C Del av växt/djur,C0265
1181,Kyckling kokt,100,E Fysisk form,E0104
1181,Kyckling kokt,100,F Värmebehandling,F0014
1181,Kyckling kokt,100,G Tillagning,G0014
1181,Kyckling kokt,100,H Industriell process,H0003
1181,Kyckling kokt,100,J Konserveringsmetod,J0003
1181,Kyckling kokt,100,K Förpackningsmedium,K0003
1181,Kyckling kokt,100,M Förpackningstyp,M0003
1181,Kyckling kokt,100,N Förpackningsmaterial,N0003
1181,Kyckling kokt,100,P Etikettinfo,P0026
1181,Kyckling kokt,100,R Land/område,R0376
1182,Kyckling m skinn grillad,100,A Gruppindelning EuroFIR,A0795
1182,Kyckling m skinn grillad,100,B Artklassificering,B1198
1182,Kyckling m skinn grillad,100,C Del av växt/djur,C0267
1182,Kyckling m skinn grillad,100,E Fysisk form,E0150
1182,Kyckling m skinn grillad,100,F Värmebehandling,F0014
1182,Kyckling m skinn grillad,100,G Tillagning,G0028
1182,Kyckling m skinn grillad,100,H Industriell process,H0003
1182,Kyckling m skinn grillad,100,J Konserveringsmetod,J0003
1182,Kyckling m skinn grillad,100,K Förpackningsmedium,K0003
1182,Kyckling m skinn grillad,100,M Förpackningstyp,M0003
1182,Kyckling m skinn grillad,100,N Förpackningsmaterial,N0003
1182,Kyckling m skinn grillad,100,P Etikettinfo,P0026
1182,Kyckling m skinn grillad,100,R Land/område,R0376
1183,Fasan stekt,100,A Gruppindelning EuroFIR,A0795
1183,Fasan stekt,100,B Artklassificering,B1460
1183,Fasan stekt,100,C Del av växt/djur,C0175
1183,Fasan stekt,100,E Fysisk form,E0104
1183,Fasan stekt,100,F Värmebehandling,F0014
1183,Fasan stekt,100,G Tillagning,G0028
1183,Fasan stekt,100,H Industriell process,H0003
1183,Fasan stekt,100,J Konserveringsmetod,J0003
1183,Fasan stekt,100,K Förpackningsmedium,K0003
1183,Fasan stekt,100,M Förpackningstyp,M0003
1183,Fasan stekt,100,N Förpackningsmaterial,N0003
1183,Fasan stekt,100,P Etikettinfo,P0026
1183,Fasan stekt,100,R Land/område,R0376
1183,Fasan stekt,100,Z Utmärkande drag,Z0006
1184,Gås stekt,100,A Gruppindelning EuroFIR,A0795
1184,Gås stekt,100,B Artklassificering,B1253
1184,Gås stekt,100,C Del av växt/djur,C0175
1184,Gås stekt,100,E Fysisk form,E0107
1184,Gås stekt,100,F Värmebehandling,F0014
1184,Gås stekt,100,G Tillagning,G0005
1184,Gås stekt,100,H Industriell process,H0003
1184,Gås stekt,100,J Konserveringsmetod,J0003
1184,Gås stekt,100,K Förpackningsmedium,K0003
1184,Gås stekt,100,M Förpackningstyp,M0003
1184,Gås stekt,100,N Förpackningsmaterial,N0003
1184,Gås stekt,100,P Etikettinfo,P0026
1184,Gås stekt,100,R Land/område,R0376
1184,Gås stekt,100,Z Utmärkande drag,Z0006
1185,Höna kokt,100,A Gruppindelning EuroFIR,A0795
1185,Höna kokt,100,B Artklassificering,B1713
1185,Höna kokt,100,C Del av växt/djur,C0173
1185,Höna kokt,100,E Fysisk form,E0104
1185,Höna kokt,100,F Värmebehandling,F0014
1185,Höna kokt,100,G Tillagning,G0014
1185,Höna kokt,100,H Industriell process,H0003
1185,Höna kokt,100,J Konserveringsmetod,J0003
1185,Höna kokt,100,K Förpackningsmedium,K0003
1185,Höna kokt,100,M Förpackningstyp,M0003
1185,Höna kokt,100,N Förpackningsmaterial,N0003
1185,Höna kokt,100,P Etikettinfo,P0026
1185,Höna kokt,100,R Land/område,R0376
1185,Höna kokt,100,Z Utmärkande drag,
1186,Kalkon m skinn stekt,100,A Gruppindelning EuroFIR,A0795
1186,Kalkon m skinn stekt,100,B Artklassificering,B1236
